Grizzly ID,Date,Step length,Turning angle,dx,dy
G2,2003-09-21 4:00,146.6525414,-1.307272448,-57.16492588,-135.0523571
G2,2003-09-21 8:00,25.27208144,0.705234377,7.584735697,-24.10705052
G2,2003-09-21 12:00,216.9864356,0.048109512,75.00132723,-203.612166
G2,2003-09-21 16:00,278.61662,0.043900528,107.684834,-256.9653624
G2,2003-09-21 20:00,278.7111916,-0.218200399,49.52220464,-274.2762833
G2,2003-09-22 0:00,220.3964689,3.0154731,-11.56809688,220.0926682
G2,2003-09-22 4:00,97.53342065,2.649408079,-41.51445534,-88.25711383
G2,2003-09-22 12:00,3623.338769,-0.370717566,-2625.312784,-2497.261825
G2,2003-09-22 16:00,1047.157564,-0.930821842,-1031.988781,177.5897511
G2,2003-09-22 20:00,584.8649424,-2.000898185,330.4894494,482.5388323
G2,2003-09-23 0:00,1151.99492,-1.6479928,897.4132459,-722.3169405
G2,2003-09-23 4:00,195.0047599,2.886748957,-116.1802434,156.6173918
G2,2003-09-23 8:00,1156.816164,0.829321167,-1150.657068,119.2138804
G2,2003-09-23 20:00,325.9430103,0.092818113,-325.9253203,3.39580995
G2,2003-09-24 0:00,1342.617329,-0.221745429,-1306.595933,308.9148123
G2,2003-09-24 4:00,91.6429592,-1.894143325,48.33043999,77.86270314
G2,2003-09-24 8:00,1406.551674,-1.355176159,1326.084337,-468.922107
G2,2003-09-24 12:00,1954.018372,2.108980664,-384.9348443,1915.72779
G2,2003-09-24 20:00,13.51124282,2.008790155,-10.867193,-8.02856144
G2,2003-09-25 0:00,542.1107933,0.096117512,-403.0965374,-362.4876463
G2,2003-09-25 4:00,1626.640803,-0.214773153,-1413.540326,-804.9000235
G2,2003-09-25 16:00,138.6615663,2.406414976,135.393319,-29.92789882
G2,2003-09-25 20:00,62.27864673,-0.21106498,56.64516371,-25.88349408
G2,2003-09-26 0:00,610.1937788,-3.047366494,-576.3965962,200.258362
G2,2003-09-26 4:00,55.89441063,1.133487961,-38.97795654,-40.06125365
G2,2003-09-26 8:00,2.596414623,0.624160029,-0.381669193,-2.56820901
G2,2003-09-26 12:00,80.89046412,1.419600285,77.30792742,-23.80654415
G2,2003-09-26 16:00,292.2725056,2.946047273,-257.2913063,138.652087
G2,2003-09-26 20:00,211.2732,3.113899738,183.1400361,-105.3379904
G2,2003-09-27 0:00,2638.775107,0.313298875,2581.5337,-546.6423186
G2,2003-09-27 4:00,1892.867487,0.174715505,1891.776528,-64.25643001
G2,2003-09-27 12:00,397.9760374,2.075381604,-180.4621531,354.7088068
G2,2003-09-27 16:00,573.084503,-1.063261642,320.0929404,475.3591874
G2,2003-09-27 20:00,192.2257971,2.284449044,-190.8197854,-23.20703756
G2,2003-09-28 0:00,1260.693338,1.103400486,-427.990381,-1185.821203
G2,2003-09-28 4:00,812.7805886,2.207785822,778.6985007,232.896823
G2,2003-09-28 8:00,1845.414855,2.595997105,-1785.750148,465.459338
G2,2003-09-28 20:00,12.19249033,0.719977631,-10.89791649,-5.46737932
G2,2003-09-29 0:00,508.2215504,1.674243987,273.5876571,-428.2977215
G2,2003-09-29 4:00,1386.368861,0.873855276,1374.939557,-177.6508764
G2,2003-09-29 8:00,NA,NA,NA,NA
